,bulk_sample_1,scRNA_sample_1
Cldn14,3,1
Stam,24,4
Defa-ps8,0,0
Asb14,0,0
Gm16372,5,7
Tmem40,3,0
Gm12689,0,0
Panx3,1,0
Ufm1,47,108
Magi1,203,32
Hnrnpul2,261,157
Angpt2,20,0
S100a8,137,46
Gm12678,1,0
Gm11843,1,0
Naa50,63,45
Galntl6,1,0
Fpr-rs4,0,0
Mup20,0,0
Acss3,1,0
Fbln5,31,0
Zfp950,34,10
Atf4,284,284
Gm6184,0,0
Gm7805,0,0
Mllt3,3,69
1700101I19Rik,0,0
Twist1,1,0
Gm1335,0,0
Gm12039,0,0
Hbs1l,67,39
Ucn,1,0
Paip2b,26,12
Hdac7,42,13
Gm10505,2,0
Gm12578,0,0
Gm17087,24,0
Wfdc13,1,0
Lce3b,7,0
Ctsg,3,0
Chn2,5,238
Bmp8a,4,0
Gm16725,0,0
Gm13616,0,0
Med12l,72,14
Kif5b,199,506
Gm13252,0,0
Nrm,7,0
Fgf4,13,0
Gm11675,1,7
Bub1,21,0
Tubg1,32,38
Gpr158,4,0
Tesk1,20,30
Atp13a2,55,72
Frem3,2,0
Gm15156,0,0
Gm14466,0,0
Ptdss1,55,32
Hacl1,2,24
Gcnt4,68,2
Spaca7,1,0
Gm17167,0,0
Snord19,0,0
Gm12758,1,0
Pstk,4,11
Vmn2r45,0,0
Olfr675,0,0
Gm6650,0,0
Rps24,213,1496
Gm14405,0,0
Tor1aip1,77,72
Iglv3,1,0
Lctl,2,0
Ang2,3,0
2410080I02Rik,1,7
Nup43,7,1
Rhox4e,0,2
Atg16l1,44,26
Gm11605,4,7
Skp2,13,4
Gpm6a,3,0
Gm12503,2,0
Gm12492,0,0
Gm12326,0,0
Gm9951,0,0
Nipbl,159,135
Vgll2,10,1
Snord49a,1,5
Gm13572,1,0
Gm8080,2,0
Ecel1,17,0
Itgb1bp2,1,0
Cyp2a22,0,0
Slc35e4,8,23
Gm9359,0,0
Mall,7,0
Gm6116,0,0
Gm12038,0,3
Gm11902,0,0
Gria4,3,5
Sfi1,24,13
Ptchd3,1,0
Mir23b,0,0
Rsf1,68,79
Gm15537,0,0
Kcnd3,4,22
Olig1,15,2
Gm16552,0,0
Gm13655,0,0
Gm7834,0,0
Gng12,51,122
Mir411,0,0
Gm15978,0,0
C330002G04Rik,0,0
Mir669a-12,0,0
Cwh43,2,0
AI837181,30,28
Gm12630,0,254
Nsl1,12,0
Fcer1a,2,0
Nup214,67,26
Cbln4,5,20
Zfp462,68,45
Trbv23,0,0
Mir490,0,0
Krt12,7,0
Vpreb2,1,0
Cd209g,2,0
Gm14298,0,0
3110001I22Rik,5,12
Dysf,22,7
C8a,3,0
Ube2d1,11,10
Thoc1,27,9
Ear-ps2,0,0
Mir10a,0,0
Gm6264,0,0
Gm14730,0,0
Gm8356,0,0
Scn1b,3,5
Hlcs,22,1
Mmd2,4,0
Gm5278,1,0
Mrpl23,9,16
Snord23,0,18
Dyrk2,115,10
Gm11600,0,0
Olfr716,0,0
Gm6368,29,134
Il12rb1,19,0
Morf4l2,116,64
F730035P03Rik,1,0
Rpl6,234,290
Chsy1,11,24
Gm13262,0,0
Gm15710,16,480
Eif4e,35,16
Mir759,0,0
Gm14773,0,0
Shmt2,61,40
Trip4,36,29
Wdr33,85,51
Prl3b1,2,0
Gm12015,0,0
Clec18a,1,0
Bex2,11,14
Mup-ps21,0,0
Gm10428,0,0
Gm6043,0,0
Gm4846,1,0
Spata5,17,18
Gm15872,0,0
Snw1,66,229
Gm14292,2,0
Styk1,7,0
Ibsp,14,0
Ak3l2-ps,0,0
4933402J07Rik,0,0
Hbq1b,0,0
Gm16541,0,0
Gm14104,0,0
Tmem109,57,22
Gm572,2,3
Lrp5,69,31
Cpsf4l,2,0
Mir1906-2,0,0
Gm14597,1,0
Gm10025,0,0
Dnmt1,130,55
Gm14049,0,0
Gm8705,0,0
Zfp217,123,31
C230012O17Rik,0,0
Igkv16-104,0,0
Gm9788,0,0
Atp2a3,216,1563
Dlg2,97,29
3110067C02Rik,0,0
Vmn1r236,1,0
Mtg1,17,10
Gm11637,0,0
Eya2,141,25
Csnk1g1,63,25
Dlx3,32,2
Mef2c,4,0
Pdzd7,10,4
Sorbs2,12,10
Mrps16,29,91
Idua,17,26
Zfp668,11,0
Gm15147,0,0
Ankrd24,19,11
Gm4419,2,0
Kcng1,4,0
2310039H08Rik,5,21
Stx18,25,17
Gm16558,0,0
Tbc1d24,23,12
Fam114a2,165,100
Igkv10-95,0,0
Cby3,0,0
Ddx4,4,0
Mtif3,10,23
Gm16168,0,0
Gm7831,0,0
Gm4744,0,0
Gm12467,0,0
Bcorl1,25,8
Gm7502,0,0
Vmn1r229,0,0
Ahcy,15,22
Rpp21,11,84
Grb14,12,0
Bcl2a1a,6,0
Gm12424,0,0
Psen2,23,12
Stk33,27,28
F13b,2,0
Gm13609,0,0
Cngb1,20,0
Vmn1r178,0,0
Mogs,32,44
Gm6083,0,0
Aurka,20,0
Atp5c1,142,281
Acad12,9,39
Zfp384,57,48
Gm17079,0,0
Muc2,35,0
Car4,42,0
Gml,0,0
Rps6-ps3,0,0
Mir683-2,0,0
Mirlet7b,0,4
Gm17119,0,0
Slco6d1,0,0
Dgkq,14,6
Gm14190,0,0
Gm5799,0,0
Gbp8,168,41
Ccdc126,12,37
Prmt7,39,28
A830031A19Rik,0,0
Lix1l,14,7
Spata19,4,0
Ctnnd2,88,43
Ddx17,609,272
BC065403,0,0
Gm14437,0,0
Gm13596,0,0
Prpf31,41,19
Adamts9,188,4
n-R5-8s1,0,0
B130011K05Rik,0,0
Copa,378,76
Serpinb1c,2,0
Pfn1,659,335
Gbp2,40,1
Nkain4,4,1
Rnf126,49,47
Pus7l,5,4
Mir1901,0,0
Hsd17b4,42,78
Pilrb2,1,0
Gm13904,1,0
2410003L11Rik,2,0
Gpr6,1,0
Trim15,7,0
Gm14553,0,0
Pxmp2,2,8
Gm6507,0,0
Gm4784,2,0
Lipf,4,0
St6galnac3,7,0
Cyp2j5,1,0
Mir804,0,0
Snora21,0,0
Terf2ip,28,11
Olfr409-ps1,0,0
Srp9,35,44
Gm11378,0,0
Dntt,9,0
Gm15036,0,0
Klhl20,24,4
Gm13012,1,6
Man1b1,177,60
Mir463,0,0
Gm11810,0,9
Rpgrip1l,12,0
Sstr1,2,4
Gm15096,0,0
Ssbp1,19,83
Gm14724,0,0
Gm15826,0,0
4930579D09Rik,0,0
Zfp426,22,8
Tardbp,170,150
Zbtb16,15,0
4933409G03Rik,0,0
D130052B06Rik,1,0
Scn3a,23,7
Clcnka,7,0
2010001A14Rik,7,7
Gm12957,0,0
Gm11335,0,0
Kirrel,11,5
Mir467a-3,0,0
Gm13902,0,5
Tmem204,2,0
Prrx1,1,0
Zfp773,1,0
Tgm4,3,0
Phkb,64,21
Ophn1,4,0
Gm11232,1,0
Mthfd2l,8,3
Trbj2-5,0,0
Slc4a5,6,0
1700025D23Rik,0,0
Gm15708,2,3
Rtn4ip1,21,44
Tpsb2,16,6
Mir96,0,0
Gm7219,0,0
Mrgprb8,0,0
Myd88,24,15
Vnn3,23,3
Gm11745,0,0
Olfr229,0,0
Aph1a,14,20
Rps10,6,791
Samd1,27,47
Gm11579,0,0
Gm7995,0,0
Olfr1184,0,0
Trav13d-1,0,0
Vmn2r3,4,0
Socs6,22,12
Fam162b,2,0
Ccdc103,1,0
Gsk3a,64,77
E130308A19Rik,9,21
Nxph1,11,0
Skint5,0,0
Pard3,68,15
Usp1,38,28
Tbca,38,143
Ncstn,121,31
Gm12780,0,0
Tdrd5,3,0
Vta1,39,67
Gm15227,0,0
Gm13880,1,0
Gm2318,0,0
A730018C14Rik,0,0
Fcrl6,2,0
Tro,10,0
Cryba2,12,53
Ncoa3,133,48
Ppp1r12a,99,119
Fis1,80,197
Gm4149,3,452
Slc38a2,371,164
Phldb3,11,59
Cwf19l2,19,11
Gm16036,0,0
Gm16263,0,0
1700069B07Rik,1,0
Olfr1080,0,0
Olfr671,0,0
Gm12502,0,0
Rhbdl1,1,2
Gm15929,0,0
AC131692.1,0,9
Mir1936,0,0
Tbcb,71,241
Gm14114,0,0
Dgki,9,73
Mir129-1,0,0
Myl4,14,2
Gm13310,0,0
Gm13397,0,0
Mir328,0,0
Bcap29,18,15
9330136K24Rik,0,0
Gm11680,0,0
Prps2,20,5
Gm7736,0,0
Senp2,90,24
Inpp5b,141,97
4930515G13Rik,0,0
Olfr1231,0,0
Map2k7,42,41
4930532G15Rik,0,0
Klhdc8a,73,9
Fabp5l2,2,0
Mir429,0,0
Vmn1r194,0,0
Gm14494,2,7
Gm14719,3,22
Gm2423,0,2
Itm2a,10,0
Gm12589,1,0
Tnfrsf8,182,167
Lmbr1l,62,25
Gm20541,0,0
D630023F18Rik,2,0
Shisa9,19,0
Gm14335,0,2
Gm20483,0,0
Ccdc150,1,0
C1galt1,39,8
3300002A11Rik,1,8
Fxyd3,20,164
Gm13192,3,101
Gm13361,0,0
Mir224,0,0
Rap2b,15,14
Olfr497,0,0
Metap1,55,92
Chkb,3,70
Snord118,0,0
Mup18,0,0
Psmc3ip,6,15
Gm12770,0,0
Olfr177,0,0
Gm13735,0,0
n-R5s9,0,0
Mir181b-2,0,0
Kcnj4,3,0
Gm10642,0,10
Slco1a4,1,0
Slc35f2,10,2
Msh2,38,52
Aven,28,37
Gm14144,0,0
Mzt2,13,92
Nat9,25,131
Sertad1,59,96
Stat3,933,234
Olfr221,0,0
Adam39,0,0
A630014C17Rik,5,0
Casp2,37,2
Gm884,1,0
Bmpr2,62,16
Gm12052,0,0
4930438A08Rik,3,0
Tnni3k,2,0
Cyp3a16,3,0
Gm16112,0,0
Gm12279,1,6
Lrguk,12,0
Atp5l,15,91
Abhd4,30,69
Gm9364,0,0
Gpr17,2,0
Stk38l,13,44
Npff,1,0
Gm10138,3,0
Fbxo43,1,0
Nlgn2,7,5
Akap5,5,0
Gm14529,0,0
Ttll6,26,0
Adap2,3,4
Arf3,245,135
Gm13700,0,0
Rbm44,5,0
Agtpbp1,30,28
Praf2,18,42
Gm6536,0,0
Psg-ps1,0,0
Gm15815,0,0
Ralgapb,109,22
R3hdm2,112,73
Fam102b,131,9
Ttc7b,24,2
Gm13698,0,0
Olfr169,0,0
Atp4a,82,65
Nfic,87,143
Aloxe3,11,0
Ccdc85b,22,61
Gm13204,2,0
Gm15572,0,0
Mios,16,19
Ndufv1,80,122
Vmn1r69,0,0
Gm12247,2,0
Mir1197,0,0
Gp2,66,171
Lrrc36,7,5
Mon1b,58,0
Gm14480,3,26
Abi3,1,7
Farp2,28,4
Actr3,177,73
Gm14242,0,0
Gm10801,0,39
Serpina3f,15,0
Cyp4a10,0,0
Ncoa2,183,41
Ntsr1,15,0
Gm10155,0,1
Heatr3,22,27
Lce3c,2,0
Nhlrc4,0,0
2310011J03Rik,33,34
Gm12543,0,5
Gm11628,0,3
Zfp324,11,13
B230119M05Rik,2,0
Pdgfa,63,31
Evpl,22,8
Gm12887,1,0
Crnn,22,0
Gm13502,1,0
Musk,7,0
Heatr1,52,6
Zkscan16,0,0
Pecr,5,0
Gm12874,0,7
Gm11632,0,11
5430400D12Rik,0,0
Zfp874a,8,0
Ap2a1,94,60
Mybl1,6,5
Gm15445,1,0
Olfr23,0,0
1700095J12Rik,0,0
Plrg1,51,17
Gpr182,7,0
Gm13928,0,0
Ttpal,49,5
1700092C10Rik,6,0
Wdr83,19,44
5730416F02Rik,0,0
Gm11485,0,0
Sod1,107,537
Gm2000,4,332
Gm9817,1,0
Matn1,25,4
Nfyc,28,42
Gm1070,0,0
BC052040,17,10
Gm15884,1,0
Stac3,3,0
Cadm4,11,17
Pmm1,27,45
Meig1,1,0
Olfr1055,0,0
Vasn,39,0
Rnf220,57,88
Klc3,5,34
Camk2d,24,49
Ccdc163,15,36
Celsr2,47,38
Caly,6,0
Tprg,3,0
Tmem117,27,0
Gm15544,0,0
Gm5819,0,0
Klhl29,41,13
Gm7437,0,0
Lgals4,46,8
Gm15412,0,0
Cyp2j6,14,21
Gm13890,0,0
Spag1,11,26
Gm15285,2,0
Olfr1003-ps1,0,0
Zfp12,17,7
Gm11636,0,0
Ighmbp2,13,21
Gm12386,0,0
Vhl-ps1,3,0
Gm12599,0,0
Tmem179b,16,76
Zfp229,6,2
Gm17031,0,0
Dalrd3,74,124
n-R5s93,0,0
1700001O22Rik,3,0
Ubxn6,17,156
Frs2,63,34
Oaz3,2,0
Cycs,21,22
Gpr31c,1,0
2310050C09Rik,3,0
Tbc1d19,18,24
Gm14508,1,0
Gm6724,1,0
n-R5s131,0,0
Braf,84,56
Sh3d19,47,14
Arl16,8,17
Gm10108,0,0
4930553M12Rik,0,0
A230028O05Rik,1,0
Trbd2,0,0
Lrfn3,2,0
Gm15785,0,0
Ei24,80,40
Ccdc114,17,0
Nfx1,70,87
Ccdc138,4,0
Gm10493,0,0
Stfa3,10,5
Gm16262,0,0
Olfr339,0,0
Olfr1,0,0
D830050J10Rik,2,0
D630008O14Rik,2,0
Itpa,29,56
Ttbk1,42,0
G430095P16Rik,0,20
Prss22,7,0
Ubc,309,746
Gm8545,2,3
Olfr997-ps1,0,0
Serpinb8,17,1
Gm6401,0,0
Gm15272,0,0
Olfr979,0,0
Hoxc9,3,1
Vamp5,7,29
Crem,9,0
Hnrnpk,349,91
Tmem132b,11,0
Mir709,0,0
Dach1,4,0
Snord47,0,0
1700021F07Rik,0,0
Asb5,1,0
Olfr968,0,0
Pinx1,11,41
Gm6327,0,0
Engase,28,25
Gm13932,0,0
Prkar1a,242,185
Pef1,55,31
Gjc3,3,6
Aqp11,6,0
Xist,1160,196
Ly6f,5,0
Olfr582,0,0
Pabpc1l2a-ps,0,0
Gnb5,4,5
Trpm2,52,0
Gm17020,0,0
2610021A01Rik,13,4
Mfge8,214,43
Gm17416,4,0
9630013K17Rik,1,0
Gm17511,2,18
Slc4a9,16,4
Gm11934,0,0
Cacna1b,312,5
Usp38,40,26
Taf12,36,22
A830073O21Rik,0,0
Gprc5d,4,0
Nat3,1,0
Fahd1,13,16
Gm6939,0,0
Mir1946a,0,0
Mycs,0,0
Prss2,12,2
Gm11848,0,0
Gm13837,0,0
Gm12343,6,0
Fabp12,8,7
Gm14965,0,0
Ncor1,232,253
Mapk3,70,146
4931428F04Rik,10,4
Rbm17,64,86
Dsp,826,861
Gm16407,0,0
Blzf1,32,14
Gabre,4,14
Impa1,53,41
E2f2,72,12
Gm15602,0,3
Gm15264,0,0
2700097O09Rik,9,14
Gm14862,0,0
Nin,27,83
Usp49,16,15
Lama4,40,21
Gm16014,0,0
Olfr56,3,2
Grm5,3,0
Sox3,3,0
n-R5s82,0,0
Gm17330,0,0
Nod2,25,2
Gm17571,0,0
Gm11822,0,0
Rpap2,12,5
Gm5834,0,0
Ipo11,27,28
Gm12901,9,0
Rnf5,24,117
Irak3,3,0
Prl8a8,0,0
Ferd3l,0,0
Snord32a,1,18
Gm13213,1,15
Gm15523,0,0
Sox12,11,2
Rbm15,38,4
Gm9932,0,0
Olfr678,0,0
Gm13332,0,0
Gm11377,0,0
Rpl24,1,153
Gm7551,0,0
Pcp4l1,74,15
Kcnv2,1,0
Gm15898,0,0
Psmc3,145,174
Ccdc107,12,30
Gm5912,1,0
Olfr114,0,0
Pomt2,25,3
Gm8203,0,24
Mpp3,8,3
Kcns1,4,0
Zfp36l1,45,17
Rpl9-ps6,15,311
Slc30a6,23,5
Gm10357,0,0
Olfr358,0,0
Zfp106,164,124
Dlx4,2,0
Ankrd29,22,1
Hsd17b13,8,0
Zfp112,9,2
Cwf19l1,14,19
Zfp687,48,16
Mir467a-8,0,0
Htatsf1,43,25
Adam1a,1,0
Gm12817,0,0
Gm13103,3,0
Gm11431,0,0
Hpx,16,0
Gm11914,2,1
Fpr-rs3,0,0
Nfia,51,32
Upf3a,46,44
Gm4066,0,0
Vmn2r-ps42,0,0
Pms1,6,3
4933413L06Rik,0,0
Lrrc8b,166,4
1500002C15Rik,1,0
Gm6109,0,6
Kif1a,36,3
Selenbp1,10,4
Gm12109,0,4
E330017L17Rik,0,0
Rfesd,11,13
Vmn2r-ps36,0,0
Ccdc89,1,0
Plekha3,42,17
Prss54,0,0
1700016H13Rik,0,0
Eef1d,133,149
Vmn2r21,0,0
Krt19,67,874
Gm8214,0,0
Mir297b,0,0
Yaf2,25,51
Scn3b,7,2
Gm4302,0,0
Gm11870,1,0
Mir682,0,418
Btnl6,18,0
Supt7l,19,9
Olfr875,0,0
Trim26,68,68
Gm8107,0,0
Asap2,66,45
Phactr3,21,0
Clec4e,0,30
Ampd2,54,5
E130309D02Rik,30,32
CK137956,5,0
Gm9673,0,0
5031434C07Rik,0,0
Gm15910,1,2
Prl3d3,0,0
Pank4,27,14
Cog3,51,24
Ampd3,14,18
Sprr2g,2,0
Gm4307,0,0
Ttc23,19,16
n-R5s170,0,0
Gm6277,2,0
Trim63,7,0
Acpp,37,30
Gm17229,0,0
Upf1,112,106
Cacna2d3,5,0
A430093F15Rik,6,3
Sap30bp,41,30
Mir466b-6,0,0
A730035I17Rik,1,0
Adam34,0,0
Olfr1135,0,0
Zfp236,83,22
Gm20451,0,0
Gm15270,0,0
Gm17132,0,0
Pabpc1,861,322
Gm3029,0,0
Gm16160,0,0
Alpk1,44,9
Ctnnal1,69,23
Rnf150,44,24
Taar3,0,0
Sp3,132,13
Gm13475,0,0
Dck,16,8
Psmb9,107,211
Gm14838,0,0
Gm3200,0,0
Gm15682,0,0
Nsg2,66,0
Akap14,1,0
Ndufaf3,31,108
Nid2,74,25
Vmn1r124,0,0
Spn,21,9
Crtam,9,4
Olfr550,0,0
Aspa,1,0
3010001F23Rik,1,0
Mir129-2,0,0
Met,31,0
Gm7657,0,0
4930453H23Rik,0,0
Il17c,5,0
Ankhd1,115,23
Ikbke,99,1
1300017J02Rik,16,14
Gm12063,0,0
Gm10344,0,0
Golga4,215,292
Daglb,9,35
Gm10251,0,0
Plcg1,40,20
Mamld1,61,14
Gm7790,0,0
Myf6,2,0
Dnajb14,64,31
Gm14426,0,0
Fkbp2,40,83
Gm12103,0,0
Treh,4,0
Lrtm1,1,0
Obp1b,0,0
Gm14219,0,0
Cd40,315,16
Hpca,22,0
Rars,74,59
Hnrnpul1,201,67
Gm2568,0,0
Gm14622,0,0
Gm15513,5,0
Mir669a-4,0,0
Gm17060,0,0
Gm12333,0,0
Col14a1,191,14
Scn5a,48,12
Olfr625-ps1,0,0
Gm5544,0,0
9130019O22Rik,4,6
Snx1,170,120
Lair1,5,0
Tmem71,1,0
Hspd1,194,65
4930564D02Rik,0,0
Mlkl,8,28
Wtap,46,22
Gm12842,0,0
Akr1b10,4,77
Olfr153,0,0
Agbl1,2,7
Olfr190,0,0
Gramd1b,456,157
Gm11502,0,0
Sult2b1,20,23
Hars,68,46
Prpsap1,77,231
Smyd3,14,21
Gm15848,4,3
Trav4d-3,0,0
Tctn1,12,5
Mir200a,0,0
Gm17082,0,2
Mrps18a,24,80
Gm13101,0,0
Gm14164,1,0
Sox6,6,0
Gm15524,1,0
Rpl21-ps12,0,9
Pacs1,65,46
Mov10l1,2,0
Gm10248,3,0
Gm14055,0,0
Gm13682,0,0
Ears2,11,9
Fam171a2,2,0
Fut1,121,3
Skiv2l,108,76
Prkcz,15,89
Ptprn2,25,33
Txnip,166,381
Gm11918,0,0
Gm6744,0,0
Gapdh,51,7
Gm14121,4,0
Ube2o,57,19
Fbxo40,1,0
Defa5,0,0
Zfp160,15,2
Ccdc57,9,0
Clasrp,43,9
4930449A18Rik,0,0
Prepl,42,34
Mrpl4,43,58
Gm17661,0,0
Acsl5,169,24
Gm12729,0,0
Gm17027,0,0
Ighv1-18,0,0
Gm10118,0,0
1700029M20Rik,1,0
Gm12006,0,0
Olfr330,1,0
Ublcp1,16,10
Eddm3b,0,0
Mesp1,4,0
Slc35a3,38,22
Gm9174,0,0
Rhox12,13,0
Gm6418,0,0
Mettl8,8,27
Gm3669,0,0
Dhrs13,10,18
Gm13450,1,0
Olfr39,0,0
Gm12435,1,2
Cyth3,51,6
Zfp958,6,0
Gm9218,0,0
Gm11890,0,0
Pisd-ps2,1,11
Trbv13-3,0,0
Olfr826,0,0
Tbce,45,21
Zkscan2,1,0
Ccdc32,10,10
Gzmf,2,0
Krtap6-2,0,0
Mmp11,2,11
Gm14140,1,0
4933406I18Rik,0,0
Slc22a19,1,0
Olfr1379-ps1,0,0
Notch1,156,46
Gm5564,0,6
Gm15183,0,0
Olfr705,0,0
n-R5s1,0,0
Gm12668,0,0
Gm14201,0,0
Gm16107,0,0
Gm13467,0,0
Slc36a3,1,0
Tmem222,39,41
Sart3,67,14
Gm15046,0,0
Ccdc121,0,0
Slc44a2,28,78
Gm12470,0,0
Urm1,24,51
Gna15,10,14
D330023K18Rik,2,13
Wnt8a,1,0
Gm15490,0,0
Ints9,30,53
Gm16588,0,0
Gm12571,0,3
Snai2,7,6
Ddi2,91,74
Zfp81,7,8
Gpr153,4,0
Mir680-2,0,0
Gm10043,0,0
Ankrd53,1,0
Gm5388,0,1
Dnm1,18,3
Mtag2,0,0
Ahr,6,0
Slc39a1,91,53
Add3,35,45
Uba5,54,41
Gbf1,144,298
Galp,2,0
Vmn2r-ps12,0,0
Rpl21-ps10,0,0
Zfp397,38,12
Mex3a,51,33
Gm14710,0,0
Slc28a3,7,0
Pdx1,2,0
Eif2b1,29,32
Noxo1,2,51
Adh6-ps1,0,3
Lingo1,55,9
Olfr1358,0,0
Fndc8,3,0
Olfr324,2,0
Hes7,8,0
Gm2044,3,3
Trps1,16,2
Col8a2,5,0
Cacng3,2,0
Gm10610,2,0
Kcnh5,2,0
Gm17178,0,0
Hnmt,3,4
Nutf2,8,52
Odf3,1,0
Iqsec3,13,0
Tnfaip3,191,116
Nkd2,50,7
Mir152,0,0
Noc3l,26,20
Dcaf12l1,10,0
Trav3d-3,0,0
Dhx30,105,64
Hs6st2,5,16
Gm14864,0,0
Dlk2,9,0
Gm12833,0,8
Fbf1,50,29
Abo,3,0
Wdr19,69,15
Gm15688,0,0
Traj1,0,0
Gm16394,0,0
Gm16984,0,0
Wdr37,33,7
Tes,152,106
Rsad2,56,138
Gm12403,1,0
Mir196a-2,0,0
Iqgap2,46,31
Gm12335,0,0
Igkv4-57-1,0,0
Olfr761,0,0
Vmn2r20,0,0
Foxl1,2,0
Lum,3,1
Nsmce2,78,56
Tmem28,12,4
Zfp874b,2,0
Gm13633,0,0
D17H6S53E,15,20
Zfp277,14,5
Ces2f,28,0
Ppp1r3b,4,7
Rpl23a-ps12,0,0
Foxp1,18,93
Gabarapl1,45,61
Lmo3,4,6
Vmn2r-ps38,0,0
Gm12896,0,0
1700111E14Rik,0,0
Cav3,0,0
Nudc,104,80
Hap1,91,183
Osbp2,18,4
Gm15835,0,0
Utp20,47,5
2410006H16Rik,35,99
Tor3a,23,26
Acot10,1,0
Olfr750,0,0
C130046K22Rik,1,0
Tex16,1,0
Klhl30,6,0
A330008L17Rik,4,0
Fhl5,1,0
Gm9085,0,0
Zfp3,7,12
Htra4,55,0
Necab1,5,0
Oog3,0,0
Ighv10-3,0,0
Mapk11,15,5
Fkbp9,38,15
Anapc13,54,273
Gm12168,1,0
Mafk,74,30
Olfr1019,0,0
E130215H24Rik,0,0
Epha2,118,16
Psca,54,3
Glud1,128,69
4930570N18Rik,0,0
Nhlrc2,67,86
2700038G22Rik,4,0
Glrp1,1,0
Tmem221,2,0
Spsb1,27,1
Rps8-ps1,0,7
Prkd3,22,5
Gm13405,0,0
Ptafr,2,0
Gm16359,0,0
Trbj2-3,0,0
Trappc10,225,82
Mal,39,12
Gm14349,0,0
Mir206,0,0
Gm15494,0,0
Tgs1,20,12
Myo1c,116,63
Serpinb3a,7,0
Gm13549,1,0
Gm831,2,0
9530052E02Rik,8,0
Gm8330,0,0
Crct1,12,0
Gm15259,0,0
Rrp8,21,8
Aldh4a1,58,6
Dclre1b,16,16
Aff2,2,0
Ighg1,7,2
Slc24a5,1,0
Olfr824,0,0
Gm15912,1,31
Slc22a5,33,24
9430025C20Rik,0,0
Antxr1,20,0
Pask,12,0
Krtap13-1,3,0
Pdik1l,20,15
Vmn1r-ps31,0,0
Tgfa,32,3
Zfp317,24,0
Klf17,3,0
Lgi3,5,0
Gm11416,0,0
Bpifb3,17,0
Lrrc28,23,6
Mrpl12,36,54
Traj58,0,0
Wdr12,16,23
Ube2a,25,41
4933412A08Rik,0,0
Lage3,13,31
Pola2,55,12
Abcg5,25,1
n-R5s156,0,0
Socs4,57,7
Gm20532,0,0
Gm13393,0,0
Them4,8,4
6330409D20Rik,4,0
Mbtps2,17,11
Prl2c1,0,0
Zfp872,13,0
Mir503,0,0
Rhox2d,0,0
Vangl1,24,7
Scyl2,80,39
Gm3511,1,84
Gm11403,0,0
Gm14009,0,0
Gm12804,0,0
Midn,162,157
Gm13675,0,0
Zfp213,9,4
Gm13326,0,0
Vmn2r82,0,0
Rian,10,0
Tmprss11a,3,0
C3,990,120
Ube2e2,25,35
Gm11753,0,0
4930412F09Rik,0,0
Sdccag8,27,29
Uckl1,37,57
Elk3,34,13
Mif,53,354
Gm11175,0,0
Odf3l2,4,0
Fgf14,41,14
Vegfb,15,45
Gm15501,0,133
Ccndbp1,105,59
Vmn2r-ps110,0,0
Olfr457,0,0
Nlk-ps1,1,0
Olfr164,0,0
Ifna6,0,0
Gm9049,0,0
Olfr849,0,0
Rps7,309,119
2310005A03Rik,0,0
Cpa2,2,0
Gm13840,0,0
Etnk1,101,52
Olfr1229,0,0
Mir432,0,0
Gm17073,0,0
Gm2366,1,0
Gm14269,2,0
Gm10340,0,0
Gm5414,1,0
Cox7a2l,76,253
Ss18l1,31,14
Gm13941,0,0
Tex24,0,0
Gm15185,0,0
Gm3712,0,0
Scarna3a,0,0
Inpp5e,23,4
Adprhl2,30,27
Rpl9-ps3,0,8
Lpar2,3,0
Mir1952,0,0
2810430I11Rik,7,0
Cd5l,9,0
Tas2r124,0,0
Slc25a24,41,29
Defa25,0,0
Gm16346,0,0
Tas2r113,0,0
Gm8809,0,0
Defb46,0,0
Gm17720,0,0
Gbp7,22,43
Gm17693,0,0
9230019H11Rik,0,0
Det1,11,3
Gm18522,0,0
Eme1,4,0
Vmn1r195,0,0
Gm15478,0,0
Dnaja3,59,34
4930505O20Rik,0,0
Myc,93,11
Hrh1,3,0
Olfr62,0,0
Pmpca,77,55
Gm14636,2,0
Gm14797,0,0
Gm7579,0,0
Ccl19-ps1,0,2
Bend3,15,1
St6galnac2,42,199
Gmcl1,70,29
Pskh1,31,30
4933430I17Rik,3,0
Gm12041,0,0
Gm10267,0,0
Ctdp1,58,44
4930447C04Rik,7,3
Olfr720,0,0
Olfr959,0,0
Fndc1,20,2
Tekt2,4,0
Rnf170,6,36
Lilra5,1,0
Stk4,150,189
E130307A14Rik,10,1
Gm5705,0,0
Gm12444,1,0
Spg20,21,9
Igkv4-70,0,0
Gm13776,0,0
Gm17501,1,0
Maged1,232,99
Gm11385,0,0
Myo1h,17,0
Treml2,3,0
Gale,34,48
Olfr1390,0,0
Gm11872,0,0
Tcfl5,3,0
Olfr1170,0,0
Olfr1039,0,0
Kcnk7,0,0
Pou2f2,10,0
Dynlt1b,2,0
Prl3a1,0,0
Dnajc14,90,66
Megf8,101,19
Cts7,1,0
4930562A09Rik,0,0
Zfp652,54,101
Gm6973,0,0
Gnpat,49,56
Gm10179,1,0
Gm12970,0,0
Qrsl1,11,8
Nde1,62,23
Cmc1,19,27
Tra2b,63,32
Gm16572,0,0
2310030G06Rik,35,27
Fgf10,2,0
Tln2,30,0
Ninj1,39,80
3100003L05Rik,2,0
Ttc13,47,18
A930017K11Rik,1,0
Flrt2,10,0
Olfr1290,0,0
Klk4,50,0
